name,latitude,longitude,common_name,scientific_name,indivuals,source,state
ferminjose,19.2242668,73.1027525,Striped Tiger,Danaus genutia,1,inat,Maharashtra
ferminjose,19.22450483,73.10285032,Grey Pansy,Junonia atlites,1,inat,Maharashtra
ferminjose,19.2242671,73.1027565,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
ferminjose,19.224264,73.1027448,Common Baron,Euthalia aconthea,1,inat,Maharashtra
gaurav189,21.29397887,80.33655295,Tawny Coster,Acraea terpsicore,1,inat,Maharashtra
swanand,18.49740601,73.86425018,Tawny Coster,Acraea terpsicore,1,inat,Maharashtra
swanand,18.49744034,73.86449432,Lemon Emigrant Form pomona,Catopsilia pomona,1,inat,Maharashtra
swanand,18.4974556,73.86450958,Common Crow Butterfly,Euploea core,1,inat,Maharashtra
ygurjar,19.1942624,72.9716543,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
ygurjar,19.1942624,72.9716543,Common Swallowtails,Papilio,1,inat,Maharashtra
swanand,18.49741364,73.86414337,Chocolate Pansy,Junonia iphita,1,inat,Maharashtra
swanand,18.49741364,73.86414337,Pale Grass Blue,Pseudozizeeria maha,1,inat,Maharashtra
swanand,18.49742699,73.86450195,Common Mormon Swallowtail,Papilio polytes,1,inat,Maharashtra
swanand,18.49741364,73.86414337,Tawny Coster,Acraea terpsicore,1,inat,Maharashtra
rekhashahane,19.1853779,72.8584758,Common Mormon Swallowtail,Papilio polytes,1,inat,Maharashtra
swanand,18.49741745,73.86418152,Tailed Jay,Graphium agamemnon,1,inat,Maharashtra
swanand,18.49735641,73.86401367,Grass Demon,Udaspes folus,1,inat,Maharashtra
swanand,18.4974041,73.86452484,Common Grass Yellow,Eurema hecabe,1,inat,Maharashtra
swanand,18.49740601,73.86421204,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
swanand,18.49738503,73.864151,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Maharashtra
swanand,18.49746513,73.86452484,Swifts,Borbo,1,inat,Maharashtra
swanand,18.49740601,73.86450958,Common Jay,Graphium doson,1,inat,Maharashtra
swanand,18.49751663,73.86454773,Tawny Coster,Acraea terpsicore,1,inat,Maharashtra
swanand,18.49751663,73.86454773,Common Baron,Euthalia aconthea,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Blue Tiger,Tirumala limniace,1,inat,Maharashtra
swanand,18.49740028,73.86456299,Common Mormon Swallowtail,Papilio polytes,1,inat,Maharashtra
swanand,18.49741364,73.86450958,Striped Tiger,Danaus genutia,1,inat,Maharashtra
swanand,18.49739265,73.86443329,Indian Wanderer,Pareronia hippia,1,inat,Maharashtra
swanand,18.49744987,73.86438751,Tawny Coster,Acraea terpsicore,1,inat,Maharashtra
swanand,18.49738121,73.86423492,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Common Crow Butterfly,Euploea core,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Striped Tiger,Danaus genutia,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Grass Demon,Udaspes folus,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Common Grass Yellow,Eurema hecabe,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Tawny Coster,Acraea terpsicore,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
imrantadavi,20.98939826,75.51639721,White Orange Tip,Ixias marianne,1,inat,Maharashtra
ferminjose,19.22412471,73.10253449,Common Jezebel,Delias eucharis,1,inat,Maharashtra
ferminjose,19.22434968,73.10280271,Grey Pansy,Junonia atlites,1,inat,Maharashtra
ferminjose,19.2241706,73.10261361,Common Mormon Swallowtail,Papilio polytes,1,inat,Maharashtra
ferminjose,19.22439754,73.10261085,Common Crow Butterfly,Euploea core,1,inat,Maharashtra
ferminjose,19.22435069,73.1026256,Common Grass Yellow,Eurema hecabe,1,inat,Maharashtra
ferminjose,19.22437324,73.10261018,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Maharashtra
ferminjose,19.22434206,73.10260716,Blue Tiger,Tirumala limniace,1,inat,Maharashtra
jayantdeshpande,18.4968113,73.8645307,Indian Wanderer,Pareronia hippia,1,inat,Maharashtra
jayantdeshpande,18.4968113,73.8645307,Tailed Jay,Graphium agamemnon,1,inat,Maharashtra
janshi,19.65019714,79.34143066,Lesser Grass Blue,Zizina otis,1,inat,Maharashtra
anil_kumar_verma,19.2416142,72.9965124,Great Eggfly,Hypolimnas bolina,1,inat,Maharashtra
abirdiegirl,18.544487,73.786358,Red Pierrot,Talicada nyseus,1,inat,Maharashtra
sanjaythakur,18.718455,73.68941333,Pale Grass Blue,Pseudozizeeria maha,1,inat,Maharashtra
sanjaythakur,18.718475,73.68945333,Grass Demon,Udaspes folus,1,inat,Maharashtra
ferminjose,19.22423012,73.10263691,Indian Wanderer,Pareronia hippia,1,inat,Maharashtra
ferminjose,19.2242665,73.1027564,Grey Pansy,Junonia atlites,1,inat,Maharashtra
ferminjose,19.22427123,73.10266617,Common Mormon Swallowtail,Papilio polytes,1,inat,Maharashtra
jayantdeshpande,18.4968113,73.8645307,Tawny Coster,Acraea terpsicore,1,inat,Maharashtra
jayantdeshpande,18.4968113,73.8645307,Common Grass Yellow,Eurema hecabe,1,inat,Maharashtra
ferminjose,19.22433782,73.10275761,Common Grass Yellow,Eurema hecabe,1,inat,Maharashtra
jayantdeshpande,18.4968113,73.8645307,Common Jay,Graphium doson,1,inat,Maharashtra
ferminjose,19.22425162,73.10272568,Blue Tiger,Tirumala limniace,1,inat,Maharashtra
ferminjose,19.22425895,73.10271772,Common Crow Butterfly,Euploea core,1,inat,Maharashtra
ferminjose,19.22425618,73.10271663,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
imgroot,18.3473088,75.97182456,Blue Pansy,Junonia orithya,1,inat,Maharashtra
ferminjose,19.22698592,73.10178095,Common Baron,Euthalia aconthea,1,inat,Maharashtra
ferminjose,19.22874847,73.10752692,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Maharashtra
ferminjose,19.22874101,73.10764703,Tailed Jay,Graphium agamemnon,1,inat,Maharashtra
ygurjar,19.1942624,72.9716543,Swallowtails,Papilioninae,1,inat,Maharashtra
ygurjar,19.1942624,72.9716543,Lime Swallowtail,Papilio demoleus,1,inat,Maharashtra
jayantdeshpande,18.4968113,73.8645307,Common Grass Yellow,Eurema hecabe,1,inat,Maharashtra
sahilsanjayramteke,20.58444669,79.68882611,Common Pierrot,Castalius rosimon,1,inat,Maharashtra
ferminjose,19.2242644,73.1027533,Peacock Pansy,Junonia almana,1,inat,Maharashtra
ferminjose,19.2243069,73.1027685,Striped Tiger,Danaus genutia,1,inat,Maharashtra
ferminjose,19.2242899,73.1027811,Lime Swallowtail,Papilio demoleus,1,inat,Maharashtra
ferminjose,19.23071151,73.11024517,White Orange Tip,Ixias marianne,1,inat,Maharashtra
ferminjose,19.23003058,73.11077155,Yellow Orange Tip,Ixias pyrene,1,inat,Maharashtra
ferminjose,19.23003058,73.11077155,Blue Pierrots,Tarucus,1,inat,Maharashtra
ferminjose,19.23003058,73.11077155,Common Sailer,Neptis hylas,1,inat,Maharashtra
anil_kumar_verma,19.2416142,72.9965124,Gram Blue,Euchrysops cnejus,1,inat,Maharashtra
ferminjose,19.22355127,73.10241865,Common Jezebel,Delias eucharis,1,inat,Maharashtra
lakshmikant,21.05573908,75.84191753,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Maharashtra
lakshmikant,21.05133613,75.84486187,Common Crow Butterfly,Euploea core,1,inat,Maharashtra
prajwal_ullal,19.23571732,72.99545232,Gram Blue,Euchrysops cnejus,1,inat,Maharashtra
prajwal_ullal,19.23900411,72.9971173,Grey Pansy,Junonia atlites,1,inat,Maharashtra
prajwal_ullal,19.23444444,72.99762391,Dark Cerulean,Jamides bochus,1,inat,Maharashtra
ninadsr,18.63384026,73.79205193,Common Crow Butterfly,Euploea core,1,inat,Maharashtra
rekhashahane,19.1874459,72.8483689,Common Mormon Swallowtail,Papilio polytes,1,inat,Maharashtra
rekhashahane,19.1874459,72.8483689,Chocolate Pansy,Junonia iphita,1,inat,Maharashtra
rekhashahane,19.1874459,72.8483689,Brown King Crow Butterfly,Euploea klugii,1,inat,Maharashtra
rekhashahane,19.1874459,72.8483689,Common Mormon Swallowtail,Papilio polytes,1,inat,Maharashtra
rekhashahane,19.179531,72.8576639,Red Pierrot,Talicada nyseus,1,inat,Maharashtra
sanjaythakur,18.71845833,73.68947,Rice Swift,Borbo cinnara,1,inat,Maharashtra
kiranghadge,18.59239167,73.79157222,Common Evening Brown,Melanitis leda,1,inat,Maharashtra
anushka2310,19.115838,72.89889997,Red Pierrot,Talicada nyseus,1,inat,Maharashtra
naturalist_aditya,21.00765772,75.56260396,Common Rose Swallowtail,Pachliopta aristolochiae,1,inat,Maharashtra
rekhashahane,19.1853779,72.8584758,Tailed Jay,Graphium agamemnon,1,inat,Maharashtra
rekhashahane,19.1853779,72.8584758,Psyche,Leptosia nina,1,inat,Maharashtra
rekhashahane,19.1853779,72.8584758,Common Grass Yellow,Eurema hecabe,1,inat,Maharashtra
advaits,18.69337403,76.95228461,Blue Pansy,Junonia orithya,1,inat,Maharashtra
poonam5,18.4786448,73.8539568,Tawny Coster,Acraea terpsicore,1,inat,Maharashtra
manishrasal,20.08662904,74.35783848,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Maharashtra
chinmay77,17.62994796,74.5657593,Blue Mormon Swallowtail,Papilio polymnestor,1,inat,Maharashtra
anilmahajan,21.02903223,75.94153672,Typical Blues,Polyommatini,1,inat,Maharashtra
rajatjoshi03,18.4914883,73.821729,Common Mormon Swallowtail,Papilio polytes,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Blue Tiger,Tirumala limniace,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Grass Demon,Udaspes folus,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Dakhan Common Jay,Graphium doson,1,inat,Maharashtra
shailendramahajan1,20.91360089,75.58754046,red line small grass yellow,Eurema brigitta,1,inat,Maharashtra
anhadsingh,19.17066497,73.18671297,Swifts and Allies,Baorini,1,inat,Maharashtra
anhadsingh,19.16987297,73.18621697,Grey Pansy,Junonia atlites,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Swifts and Allies,Baorini,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Dakhan Common Jay,Graphium doson,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Dakhan Common Gull,Cepora nerissa,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Dark Grass Blue,Zizeeria karsandra,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Grass Yellows,Eurema,1,inat,Maharashtra
sarvadaman,16.74136398,74.36754473,Common Leopard,Phalanta phalantha,1,inat,Maharashtra
shrutisharma,18.10201836,73.82109833,Common Sailer,Neptis hylas,1,inat,Maharashtra
ferminjose,19.22427,73.1027475,Common Jezebel,Delias eucharis,1,inat,Maharashtra
ferminjose,19.2242665,73.1027564,Grey Pansy,Junonia atlites,1,inat,Maharashtra
supriyakamble,18.17917912,74.60779723,Danaid Eggfly,Hypolimnas misippus,1,inat,Maharashtra
prajwal_ullal,19.23772457,72.99703809,Typical Blues,Polyommatini,1,inat,Maharashtra
prajwal_ullal,19.23772457,72.99703809,Common Grass Yellow,Eurema hecabe,1,inat,Maharashtra
thenaturespotter,16.26372438,74.37589197,Blue Tiger,Tirumala limniace,1,inat,Maharashtra
supriyakamble,18.17943809,74.60512575,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
swanand,17.9235363,73.73530579,Grass Demon,Udaspes folus,1,inat,Maharashtra
santoshbhor,18.1494548,73.84024456,Common Crow Butterfly,Euploea core,1,inat,Maharashtra
anijoe,20.02201457,73.68621068,Common Pierrot,Castalius rosimon,1,inat,Maharashtra
anijoe,20.02198533,73.68636089,Common Pierrot,Castalius rosimon,1,inat,Maharashtra
anijoe,20.02212646,73.68612485,Common Pierrot,Castalius rosimon,1,inat,Maharashtra
ygurjar,19.1942624,72.9716543,Common Mormon Swallowtail,Papilio polytes,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Grass Yellows,Eurema,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Tawny Coster,Acraea terpsicore,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Maharashtra
milindgirdhari,20.25718,75.03927916,Pale Palm Dart,Telicota colon,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Tawny Coster,Acraea terpsicore,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Tawny Coster,Acraea terpsicore,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Tawny Coster,Acraea terpsicore,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Tailed Jay,Graphium agamemnon,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Mottled Emigrant,Catopsilia pyranthe,1,inat,Maharashtra
milindbhakare1,17.5957264,73.8461642,Chocolate Pansy,Junonia iphita,1,inat,Maharashtra
milindbhakare1,17.6829245,73.9729764,Common Banded Awl,Hasora chromus,1,inat,Maharashtra
milindbhakare1,17.6829245,73.9729764,Grey Pansy,Junonia atlites,1,inat,Maharashtra
milindbhakare1,17.6829245,73.9729764,Mottled Emigrant,Catopsilia pyranthe,1,inat,Maharashtra
milindbhakare1,17.6829245,73.9729764,Chocolate Pansy,Junonia iphita,1,inat,Maharashtra
milindbhakare1,17.6277056,73.8330844,Blank Swift,Caltoris kumara,1,inat,Maharashtra
milindbhakare1,17.6277056,73.8330844,Common Bush Hopper,Ampittia dioscorides,1,inat,Maharashtra
saurabh18,21.02903317,75.94154343,Pale Palm Dart,Telicota colon,1,inat,Maharashtra
milindbhakare1,17.6277056,73.8330844,Gram Blue,Euchrysops cnejus,1,inat,Maharashtra
milindbhakare1,17.6277056,73.8330844,Indian Skipper,Spialia galba,1,inat,Maharashtra
milindbhakare1,17.6277056,73.8330844,Suffused Double-banded Judy,Abisara bifasciata,1,inat,Maharashtra
milindbhakare1,17.6277056,73.8330844,Tamil Grass Dart,Taractrocera ceramas,1,inat,Maharashtra
milindbhakare1,17.6277056,73.8330844,Vindhyan Bob,Arnetta vindhiana,1,inat,Maharashtra
milindbhakare1,17.68256287,73.99231911,Red Pierrot,Talicada nyseus,1,inat,Maharashtra
ajamalabad,18.92726437,73.12974898,Blue Mormon Swallowtail,Papilio polymnestor,1,inat,Maharashtra
ajamalabad,18.92726437,73.12974898,Common Mormon Swallowtail,Papilio polytes,1,inat,Maharashtra
milindbhakare1,17.65943847,73.93225483,Common Grass Yellow,Eurema hecabe,1,inat,Maharashtra
milindbhakare1,17.65943847,73.93225483,,Ypthima baldus,1,inat,Maharashtra
rekhashahane,19.1853779,72.8584758,Skippers,Hesperiidae,1,inat,Maharashtra
rekhashahane,19.1853779,72.8584758,Brown King Crow Butterfly,Euploea klugii,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Tailed Jay,Graphium agamemnon,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Common Jay,Graphium doson,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Indian Common Mormon Swallowtail,Papilio polytes,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Common Castor Butterfly,Ariadne merione,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Common Jezebel,Delias eucharis,1,inat,Maharashtra
sanjaythakur,18.71850333,73.68943,Chocolate Pansy,Junonia iphita,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Chocolate Pansy,Junonia iphita,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Common Baron,Euthalia aconthea,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Oriental Great Eggfly,Hypolimnas bolina,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Spotless Grass Yellow,Eurema laeta,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Pea Blue,Lampides boeticus,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Tawny Coster,Acraea terpsicore,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Common Pierrot,Castalius rosimon,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Dakhan Common Jay,Graphium doson,1,inat,Maharashtra
shan_tanu,19.2700734,72.9553997,Common Caerulean,Jamides celeno,1,inat,Maharashtra
shan_tanu,19.2700734,72.9553997,Brown King Crow,Euploea klugii,1,inat,Maharashtra
shan_tanu,19.2700734,72.9553997,Indian Palm Bob,Suastus gremius,1,inat,Maharashtra
shan_tanu,19.2700734,72.9553997,Rice Swift,Borbo cinnara,1,inat,Maharashtra
prachi5,18.99639462,75.75551614,Common Crow Butterfly,Euploea core,1,inat,Maharashtra
sanjaythakur,18.71848667,73.68942167,Rice Swift,Borbo cinnara,1,inat,Maharashtra
sanjaythakur,18.71847833,73.68930833,Grass Demon,Udaspes folus,1,inat,Maharashtra
sanjaythakur,18.71854667,73.68938333,Tawny Coster,Acraea terpsicore,1,inat,Maharashtra
sanjaythakur,18.71846167,73.68949167,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
prachi5,18.87905719,75.75004444,Lemon Pansy,Junonia lemonias,1,inat,Maharashtra
ygurjar,19.1942624,72.9716543,Swifts and Allies,Baorini,1,inat,Maharashtra
prachi5,18.98469724,75.73445342,Common Grass Yellow,Eurema hecabe,1,inat,Maharashtra
swanand,17.92386627,73.73534393,,Notocrypta curvifascia,1,inat,Maharashtra
sanjaythakur,18.71843667,73.68946167,Common Baron,Euthalia aconthea,1,inat,Maharashtra
lakshmikant,21.04821739,75.85110131,Danaid Eggfly,Hypolimnas misippus,1,inat,Maharashtra
lakshmikant,21.04827769,75.85078619,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
lakshmikant,21.04850359,75.85073717,Gram Blue,Euchrysops cnejus,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Milkweed Butterflies,Danainae,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Indian Palm Bob,Suastus gremius,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Tailed Jay,Graphium agamemnon,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Swifts and Allies,Baorini,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Indian Wanderer,Pareronia hippia,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Common Mormon Swallowtail,Papilio polytes,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Grass Skippers,Hesperiinae,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Swifts and Allies,Baorini,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Grass Skippers,Hesperiinae,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Indian Palm Bob,Suastus gremius,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Tailed Jay,Graphium agamemnon,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Blue Mormon Swallowtail,Papilio polymnestor,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Swifts and Allies,Baorini,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Lime Swallowtail,Papilio demoleus,1,inat,Maharashtra
udayagashe,19.2700734,72.9553997,Common Palmfly,Elymnias hypermnestra,1,inat,Maharashtra
lakshmikant,21.04840364,75.85072064,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
lakshmikant,21.04845575,75.85098856,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Common Crow Butterfly,Euploea core,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Indian Common Mormon Swallowtail,Papilio polytes,1,inat,Maharashtra
rajatjoshi03,18.487324,73.82113,Indian Common Mormon Swallowtail,Papilio polytes,1,inat,Maharashtra
rajatjoshi03,18.4968113,73.8645307,Tawny Coster,Acraea terpsicore,1,inat,Maharashtra
milindbhakare1,17.69837033,73.96720783,Common Mormon Swallowtail,Papilio polytes,1,inat,Maharashtra
milindbhakare1,17.69837033,73.96720783,Crimson Rose Swallowtail,Pachliopta hector,1,inat,Maharashtra
milindbhakare1,17.69837033,73.96720783,Lemon Emigrant Form pomona,Catopsilia pomona,1,inat,Maharashtra
milindbhakare1,17.69837033,73.96720783,Little Branded Swift,Pelopidas agna,1,inat,Maharashtra
milindbhakare1,17.69837033,73.96720783,Pale Grass Blue,Pseudozizeeria maha,1,inat,Maharashtra
milindbhakare1,17.69837033,73.96720783,Angled Pierrot,Caleta decidia,1,inat,Maharashtra
milindbhakare1,17.69837033,73.96720783,Indian Dart,Potanthus pseudomaesa,1,inat,Maharashtra
milindbhakare1,17.69837033,73.96720783,,Neptis hylas,1,inat,Maharashtra
milindbhakare1,17.69837033,73.96720783,,Graphium agamemnon,1,inat,Maharashtra
milindbhakare1,17.69837033,73.96720783,Blue Tiger,Tirumala limniace,1,inat,Maharashtra
lakshmikant,21.05683,75.84051167,Joker,Byblia ilithyia,1,inat,Maharashtra
lakshmikant,21.05688167,75.84055333,Common Evening Brown,Melanitis leda,1,inat,Maharashtra
anil_kumar_verma,19.22718555,72.97522645,Common Evening Brown,Melanitis leda,1,inat,Maharashtra
sanjaydate,18.51634546,73.81691001,Milkweed Butterflies,Danainae,1,inat,Maharashtra
sanjaydate,18.51634546,73.81691001,Common Hedge Blue,Acytolepis puspa,1,inat,Maharashtra
lakshmikant,21.05663333,75.84160333,Blue Pansy,Junonia orithya,1,inat,Maharashtra
ashwinwarudkar,18.49195472,73.83608281,Common Sailer,Neptis hylas,1,inat,Maharashtra
ferminjose,19.22416247,73.10257095,Lemon Emigrant,Catopsilia pomona,1,inat,Maharashtra
ferminjose,19.22420816,73.10261152,Grey Pansy,Junonia atlites,1,inat,Maharashtra
ferminjose,19.22422479,73.10262878,Common Grass Yellow,Eurema hecabe,1,inat,Maharashtra
makarandkulkarni,19.2700734,72.9553997,Common Gull,Cepora nerissa,1,inat,Maharashtra
makarandkulkarni,19.2700734,72.9553997,Indian Palm Bob,Suastus gremius,1,inat,Maharashtra
anijoe,20.11357102,73.75163797,Dark-branded Bushbrown,Mycalesis mineus,1,inat,Maharashtra
anijoe,20.11307378,73.75157948,Chocolate Pansy,Junonia iphita,1,inat,Maharashtra
ygurjar,19.1942624,72.9716543,Lime Swallowtail,Papilio demoleus,1,inat,Maharashtra
ygurjar,19.1942624,72.9716543,Lime Swallowtail,Papilio demoleus,1,inat,Maharashtra
ygurjar,19.1942624,72.9716543,Lime Swallowtail,Papilio demoleus,1,inat,Maharashtra
lakshmikant,21.04830278,75.85095278,Grass Jewel,Chilades trochylus,1,inat,Maharashtra
lakshmikant,21.04828658,75.85099758,Zebra Blue,Leptotes plinius,1,inat,Maharashtra
sanjaydate,18.51634546,73.81691001,Grass Yellows,Eurema,1,inat,Maharashtra
sanjaydate,18.51634546,73.81691001,Gossamer-winged Butterflies,Lycaenidae,1,inat,Maharashtra
sanjaydate,18.51634546,73.81691001,Common Hedge Blue,Acytolepis puspa,1,inat,Maharashtra
sanjaydate,18.51634546,73.81691001,Chocolate Pansy,Junonia iphita,1,inat,Maharashtra
sanjaydate,18.51634546,73.81691001,Tailed Jay,Graphium agamemnon,1,inat,Maharashtra
milindbhakare1,17.69837033,73.96720783,Common Tiger,Danaus genutia,1,inat,Maharashtra
mansigandhi,19.14006683,72.87103973,Common Mormon Swallowtail,Papilio polytes,1,inat,Maharashtra
anijoe,20.03162793,73.76163984,Lemon Pansy,Junonia lemonias,1,inat,Maharashtra
anijoe,20.01996079,73.68658708,Common Crow Butterfly,Euploea core,1,inat,Maharashtra
amangujar,21.0081573,75.5629601,Common Evening Brown,Melanitis leda,1,inat,Maharashtra
anilmahajan,21.0290335,75.94154028,Common Pierrot,Castalius rosimon,1,inat,Maharashtra
joandias7,19.34339493,72.81362135,Lemon Pansy,Junonia lemonias,1,inat,Maharashtra
lakshmikant,21.05680167,75.84042167,Blue Pansy,Junonia orithya,1,inat,Maharashtra
joandias7,19.34336899,72.81356402,Common Palmfly,Elymnias hypermnestra,1,inat,Maharashtra
santoshbhor,18.1493092,73.84041321,Swifts and Allies,Baorini,1,inat,Maharashtra
shan_tanu,19.216427,72.818162,Black Rajah,Charaxes solon,1,inat,Maharashtra
shan_tanu,19.21641743,72.81815932,Common Evening Brown,Melanitis leda,1,inat,Maharashtra
madhura0398,18.17565188,74.19464316,Jewelled Grass-blue,Freyeria putli,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Ring Butterflies,Ypthima,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Skippers,Hesperiidae,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Gram Blue,Euchrysops cnejus,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Lemon Pansy,Junonia lemonias,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Tamil Grass Dart,Taractrocera ceramas,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Common Grass Yellow,Eurema hecabe,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Indian Grizzled Skipper,Spialia galba,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Tailed Jay,Graphium agamemnon,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Pioneer White,Belenois aurota,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Lime Swallowtail,Papilio demoleus,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Common Crow Butterfly,Euploea core,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Skippers,Hesperiidae,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Peacock Pansy,Junonia almana,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Pale Palm Dart,Telicota colon,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Angled Pierrot,Caleta decidia,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Common Pierrot,Castalius rosimon,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Water Snow Flat,Tagiades litigiosa,1,inat,Maharashtra
pavandamoor,18.438224,73.638095,Common Rose Swallowtail,Pachliopta aristolochiae,1,inat,Maharashtra
pavandamoor,18.5110037,73.929815,Common Three-ring,Ypthima asterope,1,inat,Maharashtra
lakshmikant,21.04335322,75.84841646,Common Evening Brown,Melanitis leda,1,inat,Maharashtra
ygurjar,19.1942624,72.9716543,Lime Swallowtail,Papilio demoleus,1,inat,Maharashtra
ferminjose,19.22425727,73.10305676,Tailed Jay,Graphium agamemnon,1,inat,Maharashtra
